lat|lon
''51,638787''|''-2,752807''
''52,060637''|''-2,709996''
''51,535736''|''0,183803''
''52,075523''|''-1,946538''
''51,574978''|''-0,376603''
''57,156554''|''-2,168908''
''51,455554''|''-0,403556''
''51,545916''|''-0,093881''
''50,118867''|''-5,539592''
''53,992606''|''-1,059544''
''55,63809''|''-4,531215''
''53,307906''|''-1,361423''
''51,320701''|''-0,199373''
''51,914248''|''-2,106374''
''52,004243''|''1,307248''
''52,188121''|''0,136996''
''55,896014''|''-3,314887''
''53,111278''|''-3,034937''
''54,953304''|''-4,4825''
''51,456443''|''-2,60281''
''53,507791''|''-2,452012''
''53,625646''|''-1,887773''
''51,628644''|''-3,228188''
''55,985916''|''-4,305379''
''51,998364''|''-1,43673''
''53,193316''|''-2,880467''
''53,795607''|''-1,734464''
''51,13746''|''0,272611''
''53,373595''|''-2,20173''
''56,222782''|''-2,70651''
''51,475697''|''-0,422897''
''51,017309''|''-0,574767''
''52,945107''|''-1,135586''
''51,43603''|''-0,519204''
''50,913279''|''-1,430976''
''51,588445''|''-0,229544''
''51,470271''|''-0,360985''
''50,945342''|''-0,091175''
''53,439067''|''-2,161034''
''51,532967''|''0,759676''
''51,782553''|''0,14977''
''55,015796''|''-1,56497''
''50,945423''|''-3,321251''
''53,685374''|''-1,584698''
''51,531879''|''-0,055005''
''54,280896''|''-7,223746''
''53,695011''|''-2,468208''
''52,38174''|''-1,460838''
''54,563392''|''-1,136745''
''51,563491''|''-0,448731''
''50,727605''|''-1,852153''
''53,320128''|''-1,34096''
''51,413427''|''-0,288406''
''52,05758''|''1,177555''
''51,466493''|''-1,089666''
''50,755839''|''-3,316711''
''51,372377''|''-2,351805''
''53,456569''|''-2,336501''
''56,073641''|''-3,459847''
''53,992221''|''-1,539555''
''53,978476''|''-1,067456''
''53,504118''|''-2,940586''
''53,512619''|''-2,213036''
''54,558964''|''-7,051933''
''52,050701''|''1,428835''
''52,392268''|''-2,237822''
''50,95232''|''-0,719368''
''53,802555''|''-1,816441''
''52,598081''|''1,170495''
''51,981502''|''-0,219258''
''50,92105''|''-1,310952''
''54,910769''|''-1,534238''
''52,566564''|''-1,534216''
''53,479365''|''-2,24858''
''54,736892''|''-1,383812''
''52,744671''|''-2,742013''
''53,452216''|''-2,282544''
''53,829287''|''-1,945374''
''51,335985''|''0,522791''
''51,893937''|''-0,240583''
''56,008882''|''-3,726549''
''51,230811''|''-1,345304''
''53,769198''|''-1,159095''
''52,364863''|''0,337908''
''55,950611''|''-3,214116''
''54,588234''|''-5,842966''
''51,763701''|''-0,627818''
''53,596262''|''-2,533446''
''53,463631''|''-2,634055''
''52,031809''|''1,12208''
''52,022976''|''0,238508''
''52,895184''|''-1,497539''
''52,419378''|''-1,773633''
''50,391855''|''-4,050166''
''52,255333''|''-0,792821''
''53,266773''|''-1,486119''
''51,754736''|''-0,461355''
''52,36707''|''-0,674526''
''55,837023''|''-4,432121''
''53,835111''|''-3,026066''
''51,484124''|''0,341289''
''51,561636''|''-1,773541''
''51,524565''|''-0,112042''
''51,294482''|''0,305475''
''53,526824''|''-2,037852''
''50,786082''|''-0,977706''
''55,901208''|''-4,102178''
''53,560071''|''-2,361644''
''50,700419''|''-1,390862''
''51,516327''|''-0,123769''
''52,04342''|''-0,817989''
''53,406399''|''-2,975554''
''55,8623''|''-4,257535''
''50,238503''|''-5,246314''
''50,817897''|''-0,542502''
''51,824256''|''-2,986687''
''50,144467''|''-5,102315''
''54,594869''|''-5,897254''
''53,082512''|''-1,566304''
''51,946302''|''-3,390129''
''52,621921''|''-2,195386''
''51,797088''|''-0,166638''
''53,470403''|''-2,936963''
''54,544575''|''-6,253188''
''53,478957''|''-2,602716''
''55,874809''|''-4,376451''
''53,319528''|''-0,93344''
''51,484946''|''-0,175224''
''51,277326''|''-1,107856''
''51,438901''|''-2,497337''
''52,374925''|''-2,332984''
''52,625939''|''-1,990015''
''51,751848''|''-0,339199''
''52,981578''|''-2,140782''
''51,860695''|''-2,218873''
''50,918323''|''-2,681112''
''50,722156''|''-1,873867''
''54,949264''|''-1,570202''
''52,416351''|''-0,280255''
''52,773689''|''-1,201866''
''53,707664''|''-1,236994''
''53,878037''|''-1,7154''
''53,395963''|''-2,850929''
''51,519083''|''-3,199064''
''54,690425''|''-1,228948''
''53,156046''|''-1,157408''
''51,889503''|''-2,035567''
''55,772873''|''-4,035903''
''53,56777''|''-0,55006''
''52,645865''|''1,296611''
''54,270434''|''-0,407108''
''51,507281''|''-0,568237''
''51,5075''|''-0,378483''
''51,847624''|''-2,222816''
''52,482035''|''-1,895759''
''51,560511''|''-0,319224''
''53,459169''|''-2,531544''
''53,598204''|''-0,659226''
''51,980877''|''-1,526974''
''51,841729''|''-2,520461''
''51,620308''|''0,303622''
''51,403672''|''-0,250146''
''51,879873''|''-2,452028''
''53,796658''|''-1,751172''
''51,492762''|''-0,080152''
''54,123342''|''-3,208988''
''52,633245''|''-1,699497''
''50,103705''|''-5,666785''
''55,859877''|''-4,128803''
''54,522095''|''-1,550751''
''51,426871''|''-0,05331''
''50,862372''|''-4,214057''
''52,108539''|''1,097833''
''53,026189''|''-1,453393''
''54,584396''|''-5,940335''
''55,623263''|''-3,017412''
''51,577836''|''-0,09865''
''53,430899''|''-1,27325''
''54,179067''|''-0,287854''
''50,794744''|''-1,106024''
''52,511807''|''-1,938896''
''54,573064''|''-5,921823''
''53,377839''|''-2,491823''
''54,584462''|''-5,831486''
''52,278238''|''-1,969248''
''52,032784''|''-2,081678''
''52,747145''|''0,402021''
''56,576446''|''-3,406148''
''51,620343''|''-3,938221''
''50,854024''|''-0,994463''
''52,509125''|''-2,046825''
''53,534017''|''-2,703619''
''51,651316''|''-0,502067''
''52,51912''|''-1,802449''
''51,632901''|''-0,099455''
''51,535749''|''-0,101691''
''53,807168''|''-1,673422''
''51,479919''|''0,320751''
''50,723919''|''-1,59146''
''56,736529''|''-2,653377''
''52,835323''|''0,860676''
''52,833028''|''-1,637368''
''55,966794''|''-3,232278''
''52,992243''|''-2,194806''
''52,478764''|''1,700887''
''51,043386''|''-2,275917''
''52,770485''|''-2,3802''
''53,580379''|''-2,440991''
''51,862513''|''-2,21772''
''54,921562''|''-1,410218''
''50,520348''|''-3,640498''
''50,828726''|''-0,634887''
''50,809973''|''-0,061156''
''51,601314''|''-0,154347''
''55,833776''|''-4,075529''
''54,073117''|''-1,107486''
''53,592248''|''-2,542475''
''52,033513''|''-0,792419''
''51,163243''|''-1,691863''
''51,341301''|''-0,18527''
''51,657994''|''-1,58422''
''53,563923''|''-0,665942''
''52,756876''|''-1,20287''
''50,872409''|''0,243306''
''51,520498''|''-0,11247''
''51,890484''|''-2,116635''
''53,017333''|''-1,485404''
''51,230769''|''-0,735416''
''51,861767''|''-1,232458''
''51,485082''|''-1,47542''
''51,994141''|''-1,697091''
''53,824921''|''-0,434351''
''51,359743''|''-1,259694''
''51,666262''|''-4,016996''
''51,449924''|''-0,21581''
''51,579159''|''0,209481''
''51,199148''|''-0,619675''
''51,795333''|''1,165426''
''51,467017''|''-3,1905''
''51,652761''|''-3,788044''
''51,549345''|''0,65767''
''51,427315''|''0,561743''
''53,811891''|''-1,547319''
''50,748454''|''-1,979735''
''51,563416''|''0,034121''
''53,491133''|''-2,20494''
''54,18438''|''-6,32111''
''51,512397''|''-0,09198''
''52,337872''|''-0,082584''
''53,752999''|''-0,422034''
''57,152102''|''-2,098393''
''50,70849''|''-3,071638''
''51,574252''|''-0,077932''
''50,971334''|''0,251374''
''53,620198''|''-2,430748''
''51,454113''|''0,238258''
''52,302185''|''-3,504941''
''51,559177''|''-1,780694''
''51,558108''|''0,553867''
''52,613488''|''-0,286572''
''53,4812''|''-2,280431''
''54,426983''|''-5,64112''
''57,203959''|''-2,104017''
''51,251425''|''-2,196048''
''51,718929''|''-0,823066''
''51,425373''|''0,136921''
''53,204448''|''-2,823459''
''54,899502''|''-6,62282''
''51,283923''|''0,531008''
''55,651923''|''-3,187818''
''54,601997''|''-1,07534''
''50,730477''|''-1,977448''
''52,775089''|''-1,201559''
''55,091282''|''-1,602007''
''53,363543''|''-1,19962''
''53,628112''|''-1,59031''
''56,111978''|''-3,786867''
''50,97147''|''-3,226877''
''54,549089''|''-1,524158''
''50,737233''|''-1,862292''
''53,358345''|''-2,118524''
''53,366377''|''-3,015772''
''51,371091''|''-1,116943''
''52,994297''|''-2,175''
''57,486295''|''-3,184674''
''54,354125''|''-6,26614''
''50,855245''|''-2,898353''
''51,317889''|''-1,917737''
''51,877048''|''0,541598''
''51,389599''|''-0,333457''
''53,466023''|''-1,475041''
''51,394989''|''-0,192375''
''51,1073''|''-1,387018''
''52,654142''|''-0,475919''
''57,147483''|''-2,257432''
''54,573779''|''-1,211567''
''51,423791''|''-0,379175''
''53,561742''|''-1,763466''
''51,693241''|''0,32126''
''51,984569''|''1,318223''
''51,482134''|''-0,637302''
''51,569655''|''-0,108028''
''55,997511''|''-4,711578''
''51,571103''|''0,460039''
''54,733782''|''-5,81825''
''50,505486''|''-4,303026''
''52,305688''|''-0,699431''
''51,524635''|''0,005665''
''52,640707''|''-3,716401''
''55,531842''|''-4,303373''
''53,789034''|''-2,19097''
''53,208659''|''-3,017188''
''52,020469''|''-2,324781''
''51,37493''|''-2,350946''
''51,644492''|''-0,30252''
''54,984019''|''-1,663135''
''51,433158''|''-2,539395''
''51,444519''|''-0,126398''
''57,433482''|''-2,377557''
''53,078735''|''-2,475656''
''52,084462''|''1,004076''
''53,748695''|''-3,030495''
''54,177856''|''-0,534763''
''53,319474''|''-1,498577''
''51,564944''|''0,20214''
''55,857874''|''-4,257742''
''50,875041''|''-1,884826''
''57,141534''|''-2,091524''
''52,419534''|''-1,848799''
''52,943973''|''-1,044965''
''53,709921''|''-1,876944''
''51,633363''|''-3,004197''
''53,588946''|''-2,32228''
''53,756944''|''-0,350501''
''51,854465''|''0,910892''
''53,0698''|''-2,510691''
''55,93982''|''-3,989413''
''51,574236''|''0,170651''
''52,490719''|''-2,125952''
''55,43506''|''-4,470028''
''54,570614''|''-1,229401''
''51,369326''|''0,003253''
''50,873489''|''-2,967166''
''51,590705''|''-3,003415''
''51,031455''|''-3,105773''
''55,839227''|''-4,272776''
''52,227593''|''-2,738307''
''52,364612''|''-2,238936''
''53,244754''|''-1,472477''
''51,855806''|''-2,552278''
''51,478857''|''0,082318''
''51,46623''|''0,010748''
''50,543722''|''-3,590584''
''53,476754''|''-2,203364''
''52,661873''|''0,136463''
''51,59386''|''-0,071604''
''55,981824''|''-4,565195''
''54,314287''|''-6,221761''
''54,282343''|''-0,402302''
''51,513083''|''-0,139122''
''52,512119''|''-1,999116''
''55,637764''|''-3,88902''
''52,661348''|''-2,46876''
''51,693957''|''-0,378253''
''51,559628''|''-0,280455''
''55,037879''|''-2,12441''
''53,747032''|''-0,359215''
''53,90199''|''-1,357074''
''52,892799''|''-1,4885''
''53,262286''|''-2,124314''
''51,661101''|''-0,389402''
''52,47989''|''-1,423521''
''57,171038''|''-2,119528''
''54,767983''|''-6,728225''
''51,47519''|''-0,882735''
''51,265481''|''-1,037183''
''52,454944''|''-1,833874''
''52,243842''|''0,080244''
''52,246594''|''0,116615''
''51,377225''|''-0,409817''
''51,125872''|''-0,009743''
''51,085593''|''-0,319977''
''56,469852''|''-3,032561''
''51,439363''|''-2,005951''
''51,523379''|''-3,170867''
''51,542038''|''-2,440062''
''53,273928''|''-3,474901''
''55,832947''|''-3,184982''
''53,816969''|''-1,792729''
''53,379822''|''-2,324741''
''50,887407''|''-1,043944''
''53,77795''|''-0,270638''
''54,792054''|''-6,779396''
''53,784161''|''-2,742691''
''51,455321''|''-0,925568''
''53,534457''|''-2,287117''
''53,481947''|''-2,6643''
''56,388309''|''-4,618724''
''53,189617''|''-2,518445''
''52,001822''|''-0,758892''
''52,669223''|''-2,020645''
''51,617584''|''0,405388''
''51,700005''|''0,112977''
''55,822347''|''-4,085772''
''52,973837''|''-0,021322''
''53,322287''|''-3,771806''
''54,583401''|''-5,950487''
''57,671758''|''-2,495422''
''52,642697''|''-1,166506''
''51,382383''|''1,336993''
''51,802788''|''0,643702''
''0,0''|''0,0''
''51,727413''|''0,476309''
''51,204775''|''0,624996''
''51,122933''|''-2,40213''
''51,52668''|''-0,258611''
''51,328072''|''1,387963''
''51,823068''|''-2,498121''
''51,262335''|''0,193939''
''53,336259''|''-0,955084''
''57,667398''|''-2,525384''
''51,721544''|''-3,240346''
''50,152111''|''-5,100402''
''53,775921''|''-1,725317''
''51,306322''|''-0,047914''
''51,869146''|''-1,275749''
''53,696939''|''-2,707046''
''51,688393''|''-1,265197''
''57,547552''|''-1,822221''
''55,901843''|''-4,295237''
''53,326472''|''-0,932005''
''52,932457''|''-4,137721''
''51,428652''|''-0,45615''
''52,78682''|''-1,567069''
''51,402047''|''0,245046''
''53,297442''|''-0,469441''
''54,350249''|''-6,653668''
''51,445922''|''-2,583433''
''55,844201''|''-3,602183''
''50,978861''|''-2,357481''
''50,859219''|''-1,205229''
''51,588894''|''0,703119''
''53,547993''|''-1,48011''
''53,696641''|''-2,256191''
''50,196126''|''-5,275346''
''51,450813''|''-2,574114''
''53,333144''|''-0,023324''
''54,380094''|''-1,634593''
''51,432456''|''-0,871152''
''51,004772''|''-0,948977''
''51,562711''|''-1,818112''
''54,597422''|''-5,906686''
''51,735038''|''-3,217371''
''51,51692''|''-0,137236''
''53,651988''|''-2,999584''
''54,639349''|''-5,535512''
''51,991233''|''1,314447''
''51,518329''|''-3,122701''
''51,621095''|''-2,473904''
''52,673959''|''-2,029358''
''51,92033''|''-0,691299''
''53,323993''|''-1,369185''
''52,487748''|''-2,000604''
''53,01365''|''-1,363374''
''51,546679''|''-0,29787''
''52,601757''|''0,554502''
''51,513197''|''-0,028302''
''51,752473''|''-2,240296''
''54,179234''|''-0,318907''
''52,159365''|''-0,458624''
''51,378764''|''0,503702''
''52,549585''|''-0,49096''
''55,081448''|''-3,636051''
''55,870976''|''-4,311556''
''51,576105''|''-0,097279''
''50,634381''|''-1,23469''
''52,458387''|''-2,350719''
''51,447966''|''0,121454''
''53,320129''|''-2,236093''
''0,0''|''0,0''
''51,848526''|''1,268247''
''51,878528''|''0,551765''
''52,457018''|''-1,792498''
''51,463432''|''0,359608''
''52,522932''|''-3,319343''
''51,488785''|''-3,18267''
''53,048893''|''-3,000085''
''51,557021''|''-0,723472''
''55,831736''|''-3,226933''
''51,617057''|''-3,941201''
''54,696089''|''-5,911503''
''51,510212''|''-1,530363''
''52,99746''|''-1,196838''
''53,484861''|''-2,501786''
''52,476817''|''1,115303''
''50,631855''|''-1,184865''
''57,145796''|''-2,109482''
''51,332231''|''-0,387177''
''50,8701''|''-1,570615''
''53,458238''|''-2,783918''
''51,582359''|''-2,968362''
''58,222092''|''-6,395223''
''55,734903''|''-2,091333''
''53,450623''|''-2,741917''
''55,082324''|''-1,583549''
''52,305985''|''1,241937''
''53,29777''|''-2,724005''
''51,276592''|''-1,05222''
''51,107691''|''-3,07808''
''51,375005''|''1,314581''
''53,54985''|''-2,633864''
''51,484531''|''-2,192223''
''56,395561''|''-3,429588''
''54,662453''|''-2,751006''
''51,439003''|''-0,333443''
''51,635155''|''-1,18598''
''55,867953''|''-4,279489''
''54,994053''|''-2,636143''
''52,454944''|''-1,833874''
''50,905506''|''-1,341401''
''52,613376''|''-0,286179''
''53,477113''|''0,045505''
''53,781656''|''-2,89139''
''53,724856''|''-1,873672''
''52,511498''|''-2,088889''
''52,952536''|''-1,137269''
''50,361729''|''-4,518134''
''54,629248''|''-5,9429''
''51,506928''|''-0,240213''
''51,520443''|''-3,50396''
''53,837416''|''-1,718826''
''50,91774''|''-1,386722''
''52,91504''|''-1,466139''
''53,389634''|''-2,606686''
''51,340715''|''-0,380893''
''52,412218''|''-1,510776''
''51,57865''|''-2,995674''
''51,408404''|''-3,291061''
''55,634581''|''-4,654658''
''53,734468''|''-2,497433''
''51,440092''|''-2,857513''
''51,575083''|''-2,978308''
''51,465745''|''-3,193634''
''53,50311''|''-2,520244''
''51,437071''|''-0,243619''
''51,868423''|''-0,588625''
''52,556079''|''-1,89612''
''55,936359''|''-4,74415''
''51,592058''|''-0,560717''
''51,236225''|''-0,185512''
''53,854629''|''-1,833225''
''51,393644''|''-2,348217''
''50,996742''|''0,156232''
''52,440927''|''-1,992512''
''50,960607''|''-1,35657''
''50,963753''|''-1,358064''
''51,461796''|''-0,169813''
''53,670122''|''-1,886444''
''53,362119''|''-1,211217''
''51,411126''|''-0,731195''
''51,222027''|''0,877744''
''52,054453''|''1,134485''
''51,110848''|''-0,637149''
''53,330533''|''-1,654007''
''53,391082''|''-2,910619''
''53,100933''|''-1,264602''
''51,505764''|''0,279525''
''51,472028''|''-0,192341''
''51,491533''|''-0,262587''
''54,605966''|''-1,06093''
''52,985686''|''-1,975426''
''52,882679''|''-0,721165''
''51,930101''|''0,828689''
''53,373721''|''-1,374689''
''51,50084''|''-0,277188''
''50,843288''|''-1,18739''
''53,065365''|''-2,985662''
''55,496948''|''-4,61652''
''51,404792''|''0,514154''
''53,73907''|''-2,442257''
''53,393134''|''-2,217761''
''52,047027''|''1,15424''
''54,006098''|''-0,440597''
''51,494265''|''-0,177704''
''51,509853''|''-0,307601''
''52,569035''|''0,861244''
''52,909668''|''-0,64064''
''51,953124''|''-1,97222''
''53,893405''|''-1,644098''
''53,736534''|''-1,762578''
''51,651706''|''-0,353813''
''50,830254''|''-4,543857''
''52,59968''|''-0,291659''
''53,77101''|''-1,091996''
''51,748715''|''-1,406784''
''51,493258''|''-0,074196''
''51,891519''|''-2,070153''
''51,513265''|''-0,157475''
''51,530786''|''-0,135404''
''52,49022''|''-0,115484''
''53,566437''|''-0,060662''
''53,452433''|''-2,758498''
''54,092035''|''-2,813665''
''51,600006''|''-1,257802''
''51,479919''|''0,320751''
''55,401085''|''-1,697732''
''51,857061''|''-1,44465''
''52,0877''|''-2,158788''
''53,827001''|''-1,665733''
''52,556181''|''0,768201''
''54,269289''|''-2,438183''
''51,465743''|''-2,573609''
''53,050137''|''-2,286274''
''53,805668''|''-1,801319''
''53,538371''|''-2,081516''
''53,718762''|''-1,892162''
''54,556715''|''-1,250042''
''52,587344''|''-2,010018''
''51,132074''|''-3,008583''
''51,50546''|''-0,138741''
''52,706637''|''-1,50391''
''57,63776''|''-3,02239''
''55,031624''|''-7,358378''
''51,140807''|''-2,906874''
''51,339214''|''0,734379''
''54,59392''|''-5,857041''
''52,758408''|''-3,350382''
''51,455192''|''-0,139825''
''56,995605''|''-2,231913''
''56,081142''|''-3,432914''
''53,087852''|''-2,425486''
''54,879352''|''-1,568343''
''52,0645''|''1,174092''
''52,085485''|''1,250492''
''52,032088''|''-0,702369''
''53,588202''|''-2,538918''
''51,435308''|''-1,205849''
''51,441441''|''-0,411904''
''53,41402''|''-2,088078''
''52,333004''|''-0,183011''
''52,122132''|''-0,466263''
''53,078781''|''-3,349013''
''55,301835''|''-1,923565''
''52,485265''|''-1,905563''
''52,663983''|''0,16536''
''53,492639''|''-2,252604''
''51,54198''|''-0,345879''
''51,663606''|''-1,139579''
''52,440889''|''0,291139''
''50,233577''|''-5,226512''
''54,522095''|''-1,550751''
''50,852875''|''-1,175959''
''53,490953''|''-2,20509''
''51,622043''|''-0,277542''
''52,972738''|''-1,0685''
''51,409865''|''-0,264491''
''51,36164''|''-0,304551''
''52,79898''|''-1,26034''
''53,226893''|''-4,132349''
''54,875069''|''-6,292684''
''53,758289''|''-2,861102''
''51,46489''|''-2,144157''
''51,530345''|''-0,104681''
''51,760315''|''0,144904''
''55,95807''|''-3,209465''
''52,862444''|''-3,03101''
''51,830518''|''-2,71827''
''53,774848''|''-1,127132''
''52,58592''|''-2,118683''
''51,667187''|''-0,388594''
''51,397755''|''-0,437208''
''51,802534''|''-0,806344''
''55,608427''|''-4,482952''
''53,194057''|''-0,558539''
''51,533721''|''-0,108639''
''53,033698''|''-2,217302''
''52,906221''|''-2,902215''
''53,182643''|''-4,249048''
''51,56715''|''-1,834585''
''50,808727''|''-0,542026''
''53,547594''|''-1,470969''
''53,796173''|''-1,53841''
''52,178839''|''-2,233098''
''51,288637''|''-0,831674''
''51,177878''|''0,545471''
''53,393543''|''-2,144381''
''52,279794''|''-4,179226''
''51,580128''|''-0,32016''
''51,40101''|''-1,260222''
''52,412218''|''-1,510776''
''50,830291''|''-0,105032''
''57,6851''|''-3,441395''
''55,827906''|''-4,29439''
''51,846897''|''-2,261282''
''53,601176''|''-2,53999''
''52,105364''|''-0,280533''
''54,522095''|''-1,550751''
''53,187549''|''-1,382847''
''51,466911''|''-0,116298''
''53,4247''|''-1,501871''
''54,915411''|''-1,564744''
''51,330214''|''0,524728''
''55,596193''|''-4,375557''
''51,6365''|''-0,485431''
''51,451285''|''-0,333284''
''51,255229''|''1,153807''
''52,608411''|''-2,062569''
''51,8672''|''0,28105''
''51,198629''|''-0,54273''
''53,648423''|''-1,781544''
''53,442131''|''-2,266232''
''54,167898''|''-1,485316''
''52,640657''|''1,293055''
''55,007788''|''-1,632337''
''53,544303''|''-2,093525''
''52,403533''|''-1,519309''
''50,717593''|''-1,157807''
''53,588488''|''-2,42544''
''53,208659''|''-3,017188''
''52,477261''|''-1,837162''
''55,179684''|''-1,518782''
''53,35855''|''-2,907205''
''54,203965''|''-1,272433''
''51,180099''|''-0,173294''
''55,903589''|''-4,401377''
''54,744024''|''-1,419367''
''51,513702''|''-0,122652''
''53,679401''|''-1,500734''
''53,532999''|''-2,645139''
''52,3838''|''1,309947''
''52,478954''|''-1,885391''
''51,946814''|''1,048581''
''51,971417''|''0,620859''
''50,817922''|''-0,471406''
''53,784595''|''-1,562152''
''54,187912''|''-3,192865''
''51,462325''|''-0,950143''
''53,321967''|''-1,260599''
''51,64445''|''-0,696135''
''54,323942''|''-2,747034''
''53,546967''|''-2,635089''
''53,844284''|''-0,426963''
''53,527526''|''-1,393864''
''51,615749''|''-2,498648''
''53,475444''|''-2,373609''
''51,747673''|''-2,57632''
''52,701302''|''-2,751074''
''51,884369''|''-2,05756''
''55,674851''|''-4,852421''
''51,580006''|''0,075291''
''54,305653''|''-2,194355''
''51,905654''|''-2,08205''
''50,830779''|''-0,781328''
''51,467706''|''-3,185522''
''51,660512''|''-1,285801''
''52,123341''|''-0,996491''
''51,839674''|''0,173309''
''53,916455''|''-2,970965''
''50,711449''|''-2,441937''
''51,735762''|''0,684501''
''55,903467''|''-3,138571''
''52,407569''|''-1,900275''
''52,98665''|''-2,244429''
''50,339777''|''-4,776556''
''50,909411''|''0,575205''
''52,633132''|''-1,149991''
''53,107673''|''-3,298737''
''52,921974''|''-0,635004''
''53,186691''|''-3,410498''
''51,508271''|''-0,584618''
''54,957113''|''-1,86783''
''52,613488''|''-0,286572''
''51,512212''|''-0,150024''
''52,755416''|''-1,14182''
''51,745123''|''-0,304429''
''51,414838''|''-0,300721''
''53,831149''|''-1,616046''
''51,630492''|''-2,13112''
''53,697378''|''-1,395655''
''51,269971''|''-0,838225''
''57,129284''|''-2,129486''
''56,050823''|''-2,762365''
''53,370455''|''-2,267062''
''55,843799''|''-4,274848''
''53,705005''|''-1,78728''
''51,525951''|''-0,270171''
''51,515945''|''-0,088949''
''52,309585''|''0,516178''
''51,975227''|''0,975236''
''51,129692''|''-0,028917''
''52,619199''|''-1,169301''
''57,634765''|''-3,171652''
''52,152379''|''-2,806372''
''52,483633''|''1,747603''
''53,697195''|''-1,935337''
''51,088226''|''1,17289''
''51,500723''|''-0,151271''
''55,889492''|''-4,293738''
''51,143531''|''-2,732945''
''53,391392''|''-2,222053''
''56,462798''|''-2,999847''
''55,844452''|''-4,192624''
''51,190765''|''-2,547076''
''53,840591''|''-1,855028''
''51,551195''|''-1,725756''
''51,641209''|''-0,30997''
''52,856465''|''-4,486182''
''53,558224''|''-2,450105''
''52,843396''|''1,446739''
''51,451692''|''-0,959862''
''53,422863''|''-2,244428''
''51,580115''|''-2,966712''
''52,437618''|''-1,509303''
''51,590766''|''-0,167565''
''52,585156''|''-2,109176''
''51,953087''|''-0,813643''
''51,577401''|''0,027804''
''53,09109''|''-0,448489''
''51,118578''|''-0,205256''
''51,465745''|''-3,193634''
''51,968657''|''-2,40803''
''51,412284''|''-0,165895''
''51,682842''|''-0,316424''
''54,727338''|''-2,704951''
''55,90546''|''-4,454612''
''55,865094''|''-4,0916''
''51,418272''|''-0,117044''
''53,91488''|''-1,386427''
''53,428633''|''-1,271587''
''52,657383''|''-1,154488''
''53,551931''|''-0,113166''
''52,953665''|''-1,145552''
''53,034376''|''-1,493672''
''55,928287''|''-3,128607''
''51,975149''|''0,981507''
''55,869207''|''-4,382646''
''53,190317''|''-2,894549''
''51,460725''|''-0,974799''
''53,865782''|''-0,668067''
''54,017591''|''-1,465134''
''50,797995''|''-1,985007''
''51,508871''|''-0,136656''
''51,738337''|''-0,338009''
''51,431016''|''-1,386808''
''52,973045''|''-2,156613''
''51,567566''|''0,14986''
''51,592664''|''-0,198326''
''52,900685''|''-1,193466''
''52,134428''|''-0,475586''
''51,570143''|''0,170731''
''51,633029''|''-2,343778''
''51,39407''|''0,492347''
''51,862989''|''-2,208283''
''53,420143''|''-2,331595''
''50,793752''|''-1,898348''
''52,674302''|''0,94222''
''52,629942''|''-1,136453''
''50,864596''|''-1,04326''
''55,889657''|''-3,532399''
''52,291874''|''-1,60148''
''51,513921''|''-0,321631''
''51,932363''|''-2,055992''
''52,002575''|''-0,801234''
''53,257761''|''-4,298538''
''51,551185''|''-0,307235''
''54,466873''|''-6,261637''
''53,504952''|''-1,098308''
''51,508271''|''-0,584618''
''51,964606''|''1,351707''
''52,861145''|''-3,700342''
''50,876983''|''-2,95898''
''53,48116''|''-2,959834''
''52,759585''|''-1,218172''
''53,86514''|''-1,914338''
''52,959827''|''-1,176679''
''51,367737''|''-0,501856''
''53,454273''|''-2,989798''
''53,956113''|''-1,062727''
''51,761903''|''-1,600046''
''51,199197''|''-0,439685''
''52,478695''|''-1,896935''
''51,156107''|''0,285471''
''57,145973''|''-2,112209''
''53,275914''|''-1,40284''
''51,34013''|''-0,817789''
''53,542502''|''-2,176185''
''0,0''|''0,0''
''52,495188''|''-1,971824''
''53,489672''|''-2,270163''
''52,188175''|''1,455275''
''51,269678''|''0,506743''
''55,844072''|''-4,144088''
''54,463258''|''-0,937244''
''51,480624''|''-0,136555''
''53,762546''|''-1,50618''
''50,82354''|''-0,166032''
''51,675751''|''-0,381281''
''51,460183''|''-0,991862''
''51,474429''|''-3,274984''
''53,686067''|''-2,463596''
''51,587884''|''-3,2213''
''52,175903''|''0,985941''
''51,294978''|''1,063366''
''51,626738''|''-2,075145''
''54,637913''|''-5,652217''
''55,96042''|''-4,788637''
''53,528698''|''-2,954739''
''53,734115''|''-0,359089''
''51,526587''|''-0,089167''
''53,283682''|''-4,131111''
''52,336636''|''-2,07664''
''53,182886''|''-3,422749''
''54,12285''|''-3,205256''
''51,451666''|''-1,033532''
''51,430936''|''-0,803016''
''53,80269''|''-1,778967''
''54,952736''|''-1,603001''
''51,402657''|''-0,083539''
''53,565584''|''-1,747833''
''51,338756''|''-0,842273''
''51,832939''|''-2,258908''
''52,999523''|''-1,268591''
''57,213626''|''-2,651632''
''52,882756''|''-1,445939''
''53,502278''|''-2,188712''
''53,786997''|''-1,662954''
''51,490955''|''-0,139864''
''51,759339''|''0,107443''
''53,390959''|''-1,406013''
''53,301487''|''-2,715905''
''51,353999''|''0,597279''
''51,581843''|''-0,07907''
''52,238182''|''-0,945225''
''53,706592''|''-2,322634''
''51,682663''|''-0,485974''
''51,478062''|''-0,063891''
''53,738075''|''-2,487392''
''52,954163''|''1,016048''
''55,860989''|''-4,248654''
''50,836269''|''-0,148036''
''52,213107''|''-2,195312''
